"","Observation_number","Age","Emp_length","Rate","Class","Default","Cred_length","Scaled_Amount","Scaled_Income"
"15134",9330,21,3,12.87,0,1,4,0.0289855072463768,0.00233488992661775
"15136",9331,26,10,5.42,0,0,4,0.0434782608695652,0.0200126751167445
"15137",9332,25,9,6.54,0,0,3,0.27536231884058,0.0200126751167445
"15138",9333,23,4,6.03,0,0,4,0.449275362318841,0.0200133422281521
"15139",9334,21,5,12.18,1,0,4,0.0289855072463768,0.00233488992661775
"15140",9335,26,2,5.42,0,0,4,0.0289855072463768,0.00245163442294863
"15142",9336,24,5,10.36,0,0,4,0.333333333333333,0.0200133422281521
"15146",9337,26,5,12.53,1,0,4,0.565217391304348,0.0180120080053369
"15154",9338,23,2,15.23,0,1,2,0.159420289855072,0.00333555703802535
"15155",9339,23,7,7.49,0,0,2,0.130434782608696,0.00333555703802535
"15157",9340,25,1,11.71,0,0,4,0.565217391304348,0.0201801200800534
"15158",9341,25,9,7.9,0,0,3,0.420289855072464,0.0201801200800534
"15159",9342,23,2,9.62,0,0,3,0.0289855072463768,0.00266911274182789
"15160",9343,25,7,5.42,0,0,3,0.159420289855072,0.00333555703802535
"15161",9344,25,1,14.27,0,0,4,0.855072463768116,0.0201801200800534
"15162",9345,24,3,13.35,0,0,4,0.0289855072463768,0.00269513008672448
"15164",9346,25,9,9.91,0,0,3,0.333333333333333,0.0201801200800534
"15166",9347,24,9,7.68,0,0,2,0.0289855072463768,0.00316944629753169
"15167",9348,22,0,18.79,1,1,3,0.0289855072463768,0.00333555703802535
"15170",9349,24,3,9.91,0,0,3,0.797101449275362,0.0201801200800534
"15173",9350,25,3,19.29,1,0,2,1,0.0153519012675117
"15176",9351,21,2,13.85,0,1,4,0.0289855072463768,0.00333555703802535
"15178",9352,26,1,14.7,1,0,2,0.0289855072463768,0.00350233488992662
"15179",9353,25,9,10.59,0,0,2,0.710144927536232,0.0201801200800534
"15180",9354,26,2,13.49,0,1,2,0.0289855072463768,0.00353569046030687
"15181",9355,26,10,5.42,0,0,4,0.159420289855072,0.0201801200800534
"15182",9356,26,10,7.49,0,0,4,0.281159420289855,0.0201801200800534
"15183",9357,22,6,11.11,0,0,3,0.0289855072463768,0.00373582388258839
"15184",9358,24,2,7.66,0,0,3,0.420289855072464,0.0201801200800534
"15185",9359,21,2,5.79,0,0,2,0.159420289855072,0.0201801200800534
"15186",9360,24,9,10,0,0,2,0.710144927536232,0.0201801200800534
"15188",9361,25,4,14.54,1,1,2,0.130434782608696,0.0181787858572382
"15190",9362,26,10,7.29,1,0,2,0.333333333333333,0.0181787858572382
"15195",9363,26,1,18.64,1,1,3,0.420289855072464,0.00733822548365577
"15197",9364,26,3,15.28,0,1,4,0.681159420289855,0.0201801200800534
"15198",9365,23,2,15.99,1,0,4,0.420289855072464,0.00750433622414943
"15201",9366,24,7,11.14,0,0,4,0.420289855072464,0.00850500333555704
"15202",9367,25,9,11.49,0,0,3,0.710144927536232,0.0201801200800534
"15203",9368,26,10,11.12,0,0,2,0.420289855072464,0.00850567044696464
"15204",9369,25,4,7.88,0,0,3,0.333333333333333,0.0201801200800534
"15205",9370,23,6,10.38,1,0,3,0.27536231884058,0.0181787858572382
"15206",9371,22,3,14.61,1,0,3,0.420289855072464,0.00750500333555704
"15207",9372,26,10,13.85,0,1,3,0.420289855072464,0.0201801200800534
"15209",9373,24,8,10.99,0,0,3,0.27536231884058,0.0201801200800534
"15210",9374,24,4,8.88,0,0,4,0.171014492753623,0.00333555703802535
"15211",9375,22,1,12.84,0,0,3,0.420289855072464,0.00850567044696464
"15212",9376,21,0,7.51,0,0,2,0.27536231884058,0.0201801200800534
"15216",9377,22,0,13.35,0,0,4,0.130434782608696,0.00333555703802535
"15217",9378,26,5,12.53,0,0,2,0.2,0.0201801200800534
"15221",9379,22,2,13.61,0,0,2,0.072463768115942,0.00333555703802535
"15224",9380,23,0,21.21,1,0,4,0.557971014492754,0.0181787858572382
"15228",9381,25,6,9.63,0,0,2,0.217391304347826,0.0201801200800534
"15229",9382,25,1,14.42,0,0,4,0.391304347826087,0.0201801200800534
"15230",9383,23,4,8,0,0,4,0.202898550724638,0.0201801200800534
"15233",9384,26,4,5.79,0,0,2,0.263768115942029,0.0201801200800534
"15235",9385,25,0,13.85,0,0,4,0.420289855072464,0.00883922615076718
"15236",9386,22,3,11.49,0,0,4,0.159420289855072,0.00333555703802535
"15237",9387,22,6,7.9,0,0,2,0.855072463768116,0.020180787191461
"15239",9388,25,0,7.88,0,0,3,0.420289855072464,0.020180787191461
"15241",9389,22,2,10.99,0,0,4,0.246376811594203,0.0202726817878586
"15242",9390,25,9,7.9,0,0,3,0.420289855072464,0.0203468979319546
"15245",9391,22,6,15.99,0,0,3,0.0898550724637681,0.0203468979319546
"15246",9392,26,4,10,1,0,2,0.159420289855072,0.0183455637091394
"15248",9393,24,1,16.77,1,0,2,0.420289855072464,0.00817211474316211
"15249",9394,26,3,7.14,0,0,4,0.304347826086957,0.0203468979319546
"15250",9395,23,0,7.14,0,0,3,0.188405797101449,0.00333555703802535
"15256",9396,22,0,11.71,0,0,4,0.420289855072464,0.00933955970647098
"15258",9397,23,2,10,0,0,2,0.304347826086957,0.0205130086724483
"15259",9398,25,9,9.91,0,0,2,0.159420289855072,0.0205136757838559
"15260",9399,26,10,5.42,0,0,3,0.159420289855072,0.0205136757838559
"15265",9400,26,7,7.51,0,0,3,0.27536231884058,0.0205970647098065
"15266",9401,22,2,7.49,0,0,4,0.420289855072464,0.0205970647098065
"15267",9402,23,7,15.27,1,0,2,0.420289855072464,0.00833889259506338
"15268",9403,26,9,15.31,0,1,4,0.688405797101449,0.0205970647098065
"15269",9404,25,9,7.88,0,0,2,0.333333333333333,0.0206372581721147
"15270",9405,26,10,13.99,0,1,3,0.739130434782609,0.020679119412942
"15272",9406,24,4,6.03,0,0,3,0.333333333333333,0.0206804536357572
"15273",9407,26,7,6.03,0,0,3,0.420289855072464,0.00933955970647098
"15274",9408,23,7,7.49,0,0,2,0.159420289855072,0.0206804536357572
"15277",9409,22,6,6.91,0,0,4,0.611594202898551,0.0206804536357572
"15278",9410,23,7,14.72,0,1,4,0.072463768115942,0.0206804536357572
"15279",9411,22,6,7.29,0,0,2,0.855072463768116,0.0207595063375584
"15281",9412,25,9,7.9,0,0,3,0.797101449275362,0.0207805203468979
"15282",9413,22,0,11.71,0,0,3,0.420289855072464,0.00933955970647098
"15283",9414,23,7,5.42,0,0,2,0.376811594202899,0.0209472981987992
"15284",9415,25,0,11.12,0,0,3,0.072463768115942,0.0209472981987992
"15287",9416,24,6,13.99,0,0,4,0.420289855072464,0.00933955970647098
"15289",9417,25,5,12.99,0,0,4,0.420289855072464,0.00933955970647098
"15290",9418,22,6,13.49,0,0,2,0.072463768115942,0.0210140093395597
"15291",9419,23,0,11.11,0,0,2,0.420289855072464,0.00933955970647098
"15292",9420,26,10,17.58,0,1,3,0.072463768115942,0.0210140093395597
"15294",9421,24,8,6.62,0,0,2,0.159420289855072,0.0210140093395597
"15295",9422,22,6,13.35,0,1,3,0.420289855072464,0.00933955970647098
"15298",9423,24,3,12.42,0,0,2,0.130434782608696,0.0210140093395597
"15299",9424,26,2,7.9,0,0,2,0.507246376811594,0.0210140093395597
"15302",9425,26,7,15.99,0,1,3,0.173913043478261,0.0210140093395597
"15303",9426,24,8,11.99,0,0,3,0.188405797101449,0.0210140093395597
"15304",9427,24,7,13.85,0,1,2,0.420289855072464,0.00933955970647098
"15308",9428,24,8,11.83,0,0,3,0.420289855072464,0.00933955970647098
"15309",9429,24,8,10.59,0,0,2,0.159420289855072,0.0210140093395597
"15310",9430,25,3,13.49,0,0,4,0.217391304347826,0.0210140093395597
"15313",9431,25,9,11.14,0,0,3,0.420289855072464,0.0210140093395597
"15315",9432,25,5,5.42,0,0,2,0.072463768115942,0.0210140093395597
"15317",9433,23,7,14.79,0,1,3,0.130434782608696,0.0210140093395597
"15319",9434,22,7,14.26,0,0,4,0.420289855072464,0.00936157438292195
"15320",9435,22,0,16.7,1,1,4,0.420289855072464,0.00837641761174116
"15321",9436,23,7,10.83,0,0,2,0.420289855072464,0.00941961307538359
"15323",9437,24,2,14.91,1,1,3,0.855072463768116,0.0160607071380921
"15324",9438,23,7,5.79,0,0,3,0.159420289855072,0.0210140093395597
"15325",9439,24,4,10.74,0,0,3,0.710144927536232,0.0210140093395597
"15326",9440,25,0,6.54,0,0,3,0.168840579710145,0.0210140093395597
"15328",9441,22,0,14.83,1,1,4,0.420289855072464,0.00850567044696464
"15329",9442,24,1,12.53,0,0,2,0.420289855072464,0.00952301534356238
"15330",9443,23,7,11.12,0,0,3,0.710144927536232,0.0210140093395597
"15331",9444,24,8,7.88,0,0,4,0.420289855072464,0.0210140093395597
"15333",9445,24,3,18.25,0,1,4,0.420289855072464,0.00955370246831221
"15334",9446,24,8,13.61,0,0,4,0.36231884057971,0.0210140093395597
"15339",9447,23,4,12.69,1,0,4,0.420289855072464,0.00867244829886591
"15343",9448,21,0,7.29,0,0,4,0.420289855072464,0.00967378252168112
"15344",9449,24,5,12.53,0,0,3,0.710144927536232,0.0210140093395597
"15345",9450,24,0,14.26,0,1,4,0.420289855072464,0.0210140093395597
"15348",9451,24,3,11.83,0,0,3,0.710144927536232,0.0210140093395597
"15349",9452,23,7,14.96,0,1,2,0.640579710144928,0.0210140093395597
"15353",9453,22,2,11.14,0,0,3,0.36231884057971,0.0210140093395597
"15356",9454,23,7,13.22,0,1,3,0.420289855072464,0.0210140093395597
"15357",9455,22,1,8.94,0,0,4,0.36231884057971,0.0210140093395597
"15358",9456,25,9,13.16,0,0,3,0.594202898550725,0.0210140093395597
"15360",9457,26,9,8,0,0,2,0.188405797101449,0.0210140093395597
"15361",9458,25,5,18.25,1,0,2,0.420289855072464,0.00900600400266845
"15362",9459,24,2,10.95,0,0,2,0.0217391304347826,0.0210140093395597
"15364",9460,26,3,9.64,0,0,2,0.130434782608696,0.0210140093395597
"15365",9461,23,0,7.74,0,0,2,0.246376811594203,0.0210153435623749
"15366",9462,23,7,6.54,0,0,2,0.681159420289855,0.0210313542361574
"15367",9463,23,7,12.73,0,1,4,0.565217391304348,0.0210486991327552
"15368",9464,22,0,8.94,0,0,2,0.420289855072464,0.0211674449633089
"15371",9465,26,10,11.86,0,0,4,0.123188405797101,0.00307538358905937
"15372",9466,25,1,12.29,0,0,3,0.202898550724638,0.021180787191461
"15377",9467,24,5,14.79,1,1,3,0.420289855072464,0.00917278185456971
"15378",9468,26,3,7.9,0,0,2,0.281159420289855,0.0213475650433622
"15380",9469,25,4,13.49,0,0,2,0.420289855072464,0.0101734489659773
"15381",9470,24,8,17.49,0,1,2,0.391304347826087,0.0213475650433622
"15382",9471,25,4,9.99,1,0,3,0.420289855072464,0.00917278185456971
"15383",9472,26,10,10.99,0,0,4,0.310144927536232,0.0213475650433622
"15386",9473,22,3,7.66,0,0,2,0.27536231884058,0.0213475650433622
"15388",9474,24,5,6.17,0,0,2,0.420289855072464,0.0101734489659773
"15390",9475,25,4,10.99,1,0,2,0.710144927536232,0.019346230820547
"15392",9476,23,7,11.12,0,0,3,0.420289855072464,0.0101734489659773
"15393",9477,23,7,11.34,0,1,3,0.246376811594203,0.0213475650433622
"15394",9478,24,8,8.49,0,0,3,0.797101449275362,0.0213695797198132
"15395",9479,23,0,7.88,0,0,3,0.420289855072464,0.0101734489659773
"15396",9480,22,0,11.36,0,0,3,0.420289855072464,0.0101734489659773
"15397",9481,26,1,12.69,0,0,3,0.333333333333333,0.0214309539693129
"15399",9482,23,3,8.94,0,0,3,0.420289855072464,0.0101734489659773
"15401",9483,26,8,11.49,0,0,4,0.333333333333333,0.0214726484322882
"15403",9484,24,8,11.99,0,0,4,0.072463768115942,0.0215143428952635
"15405",9485,24,4,7.4,0,0,3,0.101449275362319,0.0215143428952635
"15407",9486,24,8,15.05,1,1,2,0.321739130434783,0.0165183455637091
"15408",9487,25,9,16.32,0,0,2,0.420289855072464,0.0101734489659773
"15409",9488,25,0,9.63,0,0,4,0.420289855072464,0.0101734489659773
"15411",9489,25,1,15.58,1,0,2,0.420289855072464,0.00917344896597732
"15412",9490,22,4,16.95,0,0,3,0.420289855072464,0.0101741160773849
"15413",9491,26,3,12.68,0,0,3,0.27536231884058,0.0217478318879253
"15414",9492,25,4,10.75,0,0,3,0.710144927536232,0.0218058705803869
"15415",9493,23,7,10.62,1,0,3,0.420289855072464,0.00933955970647098
"15417",9494,24,8,12.69,0,0,2,0.594202898550725,0.021847898599066
"15418",9495,20,1,15.96,0,1,2,0.420289855072464,0.021847898599066
"15424",9496,26,10,12.99,0,0,2,0.681159420289855,0.021847898599066
"15426",9497,24,0,6.92,0,0,2,0.159420289855072,0.021847898599066
"15427",9498,24,8,10.74,0,0,2,0.594202898550725,0.021847898599066
"15430",9499,23,7,6.91,0,0,3,0.449275362318841,0.021847898599066
"15431",9500,24,8,6.17,0,0,4,0.478260869565217,0.021847898599066
"15432",9501,22,7,10.37,0,0,3,0.420289855072464,0.0106737825216811
"15433",9502,26,5,15.21,1,1,4,0.681159420289855,0.0167695130086724
"15434",9503,24,3,10.38,0,0,4,0.594202898550725,0.021847898599066
"15435",9504,26,6,15.33,1,0,3,0.420289855072464,0.0167695130086724
"15436",9505,23,3,10.65,0,0,4,0.420289855072464,0.0108405603735824
"15437",9506,21,3,8.49,0,0,2,0.420289855072464,0.0108405603735824
"15439",9507,25,4,12.73,0,1,3,0.565217391304348,0.021847898599066
"15440",9508,24,8,13.24,0,0,4,0.420289855072464,0.0109072715143429
"15443",9509,23,4,13.43,0,1,4,0.420289855072464,0.0110066711140761
"15445",9510,23,8,18.43,0,0,4,0.27536231884058,0.021847898599066
"15446",9511,23,7,11.89,0,0,4,0.420289855072464,0.0110066711140761
"15449",9512,24,8,9.38,0,0,2,0.333333333333333,0.021847898599066
"15450",9513,23,2,15.99,0,1,3,0.269565217391304,0.0220146764509673
"15452",9514,21,5,10.38,0,0,2,0.420289855072464,0.0110073382254837
"15454",9515,26,6,16.35,0,1,3,0.420289855072464,0.0110073382254837
"15455",9516,26,6,14.61,1,0,3,0.681159420289855,0.0169112741827885
"15456",9517,23,7,8.32,0,0,3,0.217391304347826,0.0220146764509673
"15459",9518,22,3,9.99,0,0,4,0.710144927536232,0.0221814543028686
"15461",9519,23,0,9.63,0,0,2,0.315942028985507,0.0221814543028686
"15462",9520,22,3,5.79,0,0,2,0.27536231884058,0.0221821214142762
"15463",9521,25,8,14.42,1,1,3,0.420289855072464,0.0100066711140761
"15465",9522,25,9,6.99,0,0,4,0.217391304347826,0.0223482321547698
"15466",9523,22,6,15.7,0,1,3,0.420289855072464,0.0110413609072715
"15467",9524,21,5,8,0,0,3,0.420289855072464,0.0110907271514343
"15468",9525,24,8,6.54,0,0,3,0.463768115942029,0.0223482321547698
"15470",9526,25,0,11.86,0,0,4,0.130434782608696,0.0223482321547698
"15472",9527,25,3,12.22,0,0,3,0.246376811594203,0.0223482321547698
"15474",9528,25,8,12.73,1,1,2,0.130434782608696,0.0205130086724483
"15476",9529,23,2,15.27,0,0,2,0.159420289855072,0.00283522348232155
"15478",9530,24,8,16.32,1,1,4,0.420289855072464,0.0101734489659773
"15479",9531,23,6,15.96,0,1,3,0.460869565217391,0.0226817878585724
"15480",9532,24,7,17.27,1,1,2,0.507246376811594,0.0206804536357572
"15481",9533,25,3,11.71,0,0,2,0.217391304347826,0.0226817878585724
"15482",9534,21,2,7.9,0,0,4,0.507246376811594,0.0226817878585724
"15483",9535,23,7,11.71,0,0,4,0.333333333333333,0.0226817878585724
"15485",9536,26,6,6.92,0,0,3,0.420289855072464,0.0113408939292862
"15486",9537,26,2,16.02,1,0,2,0.420289855072464,0.0103402268178786
"15489",9538,23,7,8.49,0,0,3,0.333333333333333,0.0226817878585724
"15490",9539,22,6,17.19,0,0,2,0.420289855072464,0.0113408939292862
"15491",9540,24,4,10.99,0,0,4,0.420289855072464,0.0113408939292862
"15494",9541,26,4,13.79,0,1,3,0.217391304347826,0.00283522348232155
"15496",9542,23,1,11.48,1,0,4,0.420289855072464,0.00876000667111408
"15497",9543,23,7,13.49,0,1,3,0.159420289855072,0.0226817878585724
"15501",9544,24,5,10.74,0,0,4,0.710144927536232,0.0226817878585724
"15502",9545,24,7,6.54,0,0,4,0.565217391304348,0.0226817878585724
"15503",9546,22,6,6.91,0,0,3,0.565217391304348,0.0226817878585724
"15504",9547,24,8,10.36,0,0,2,0.710144927536232,0.0226817878585724
"15505",9548,25,10,8.88,0,0,3,0.623188405797101,0.0226817878585724
"15506",9549,23,4,13.47,0,1,3,0.420289855072464,0.0117451634422949
"15507",9550,24,8,10.38,0,0,2,0.449275362318841,0.0226817878585724
"15509",9551,24,6,11.71,0,0,4,0.420289855072464,0.01184122748499
"15514",9552,21,0,15.28,1,1,4,0.420289855072464,0.0108405603735824
"15516",9553,23,7,13.43,1,1,4,0.420289855072464,0.00911440960640427
"15517",9554,25,4,11.58,1,0,2,0.27536231884058,0.0206804536357572
"15518",9555,21,2,9.63,0,0,2,0.0579710144927536,0.00266911274182789
"15521",9556,23,6,6.54,0,0,3,0.420289855072464,0.01184122748499
"15522",9557,25,8,12.87,0,0,4,0.115942028985507,0.02268245496998
"15523",9558,24,6,11.14,0,0,3,0.159420289855072,0.0227318212141428
"15524",9559,24,0,5.99,0,0,3,0.27536231884058,0.0228485657104736
"15525",9560,24,8,7.49,0,0,2,0.27536231884058,0.0228485657104736
"15529",9561,24,0,7.88,0,0,2,0.202898550724638,0.0230153435623749
"15532",9562,26,10,7.66,0,0,3,0.333333333333333,0.0232446631087392
"15533",9563,24,8,17.27,1,0,2,0.0289855072463768,0.0213475650433622
"15534",9564,23,7,5.99,0,0,2,0.27536231884058,0.0233488992661775
"15535",9565,26,2,7.49,0,0,3,0.333333333333333,0.0233488992661775
"15537",9566,24,4,7.66,0,0,3,0.411594202898551,0.0233488992661775
"15538",9567,26,3,16.49,0,0,4,0.420289855072464,0.0119297865243496
"15541",9568,23,3,10.74,0,0,4,0.420289855072464,0.0120080053368913
"15542",9569,26,6,13.11,0,0,4,0.420289855072464,0.0120080053368913
"15544",9570,23,5,11.71,0,0,3,0.27536231884058,0.0235156771180787
"15545",9571,23,7,12.42,0,0,2,0.420289855072464,0.0121747831887925
"15546",9572,24,0,10.99,0,0,3,0.188405797101449,0.0235156771180787
"15549",9573,24,3,10.99,0,0,2,0.333333333333333,0.0235156771180787
"15550",9574,25,9,8.49,0,0,3,0.217391304347826,0.0235156771180787
"15552",9575,23,7,7.51,1,0,2,0.420289855072464,0.0115076717811875
"15554",9576,23,3,10.37,0,0,2,0.333333333333333,0.0235156771180787
"15555",9577,22,6,6.92,0,0,4,0.333333333333333,0.0235156771180787
"15556",9578,23,0,5.79,0,0,4,0.402898550724638,0.0235156771180787
"15557",9579,23,5,12.69,0,0,4,0.420289855072464,0.0126751167444963
"15558",9580,25,7,5.79,0,0,2,0.333333333333333,0.0235156771180787
"15560",9581,25,3,11.36,0,0,4,0.710144927536232,0.0235156771180787
"15561",9582,24,4,11.36,0,0,3,0.565217391304348,0.0235156771180787
"15562",9583,23,7,11.83,0,0,4,0.588405797101449,0.0235156771180787
"15563",9584,24,2,11.14,0,0,4,0.318840579710145,0.0235156771180787
"15566",9585,25,8,17.9,1,1,2,0.072463768115942,0.0215143428952635
"15567",9586,25,3,10.08,0,0,2,0.202898550724638,0.0235156771180787
"15568",9587,21,4,14.59,1,0,2,0.182608695652174,0.00263509006004003
"15570",9588,23,0,6.92,0,0,2,0.121739130434783,0.0236150767178119
"15571",9589,24,0,13.61,1,1,3,0.12463768115942,0.00262908605737158
"15572",9590,25,9,13.49,1,1,2,0.202898550724638,0.0216644429619746
"15575",9591,21,5,13.72,0,0,2,0.101449275362319,0.02368245496998
"15576",9592,24,2,14.83,1,0,4,0.710144927536232,0.0216811207471648
"15577",9593,25,0,10.99,0,0,3,0.797101449275362,0.0238475650433622
"15579",9594,26,3,6.92,0,0,3,0.104347826086957,0.0238492328218813
"15580",9595,23,4,10.25,0,0,3,0.710144927536232,0.0238492328218813
"15581",9596,23,1,15.65,1,0,2,0.420289855072464,0.0116744496330887
"15583",9597,26,8,11.89,0,0,4,0.420289855072464,0.0126757838559039
"15584",9598,22,6,7.66,0,0,4,0.420289855072464,0.0240160106737825
"15585",9599,21,0,9.91,0,0,2,0.0550724637681159,0.00253502334889927
"15586",9600,24,0,7.88,0,0,2,0.101449275362319,0.0240160106737825
"15588",9601,23,0,13.57,1,1,3,0.420289855072464,0.01184122748499
"15589",9602,23,7,10.62,0,0,3,0.420289855072464,0.0130020013342228
"15590",9603,25,9,19.42,1,0,2,0.43768115942029,0.0220333555703803
"15591",9604,23,7,8.94,0,0,4,0.188405797101449,0.0242469979986658
"15595",9605,25,0,8.9,0,0,4,0.402898550724638,0.0243495663775851
"15596",9606,25,9,14.65,0,1,4,0.565217391304348,0.0243495663775851
"15599",9607,23,0,11.34,0,0,3,0.420289855072464,0.0133422281521014
"15602",9608,24,8,8.9,0,0,4,0.217391304347826,0.0243495663775851
"15607",9609,25,9,5.42,0,0,4,0.27536231884058,0.0243495663775851
"15609",9610,23,7,10.99,0,0,3,0.420289855072464,0.0135090060040027
"15610",9611,26,7,7.88,1,0,3,0.115942028985507,0.00253502334889927
"15611",9612,23,7,9.99,0,0,3,0.855072463768116,0.0243495663775851
"15613",9613,23,7,14.59,0,0,4,0.420289855072464,0.0135090060040027
"15614",9614,24,0,13.11,0,0,3,0.420289855072464,0.0135090060040027
"15616",9615,26,6,15.62,0,1,2,0.171014492753623,0.0243495663775851
"15618",9616,24,9,7.49,0,0,3,0.681159420289855,0.0243495663775851
"15619",9617,25,1,12.53,0,1,4,0.420289855072464,0.0136764509673115
"15621",9618,25,9,5.79,0,0,3,0.223188405797101,0.0243495663775851
"15622",9619,26,6,5.99,0,0,2,0.420289855072464,0.0138425617078052
"15624",9620,23,7,6.92,0,0,2,0.263768115942029,0.0243495663775851
"15625",9621,22,6,10.62,0,0,2,0.420289855072464,0.0138425617078052
"15628",9622,25,9,10.37,0,0,2,0.710144927536232,0.0243495663775851
"15629",9623,25,4,7.66,0,0,3,0.159420289855072,0.0243495663775851
"15630",9624,21,0,14.74,1,1,4,0.194202898550725,0.00250166777851901
"15631",9625,25,9,8.88,0,0,4,0.565217391304348,0.0243495663775851
"15636",9626,23,0,10.28,0,0,2,0.420289855072464,0.0140093395597065
"15637",9627,25,5,6.54,0,0,4,0.27536231884058,0.0243495663775851
